rank,station_uuid,name,brand,city,post_code,fuel,fuel_label,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,noon_price_eur_l,span_cents,first_markdown_hour_after_12,markdown_by_14_cents,markdown_by_16_cents,markdown_by_18_cents,markdown_by_22_cents,cycle_days
123,00061429-b40c-4444-8888-acdc00000010,Neukauf Südbayern GmbH,EDEKA,Dorfen,84405,e10,E10,83.303,92.845,82.093,74.97,2.109,9.0,1.0,11.0,11.0,11.0,11.0,1
123,9f32a2f0-7ebc-4dcc-b8e3-48640824b30b,ALLGUTH GmbH  c/o Buket Altinay,ALLGUTH,München,80997,e10,E10,83.303,92.845,82.093,74.97,2.109,9.0,1.0,4.0,9.0,11.0,11.0,1
125,288a35bf-32a1-430a-9095-ffd9f0f6980d,V-Markt Neugablonz,V-Markt,Kaufbeuren,87600,e10,E10,83.285,99.658,98.677,51.52,1.989,1.0,1.0,1.0,1.0,1.0,1.0,1
125,c43da3eb-b012-7ab5-aa85-11113a20621e,TopTank Station,TopTank,Steinhöring/Tulling,85643,e10,E10,83.285,99.658,98.677,51.52,1.989,1.0,1.0,1.0,1.0,1.0,1.0,1
125,d9cb4ea2-5842-7030-fe4d-fcf8570059b5,SIT Tankstelle,SIT,Grafing,85567,e10,E10,83.285,99.658,98.677,51.52,1.989,1.0,1.0,1.0,1.0,1.0,1.0,1
128,288a35bf-32a1-430a-9095-ffd9f0f6980d,V-Markt Neugablonz,V-Markt,Kaufbeuren,87600,e5,E5,83.281,99.563,98.677,51.602,2.049,1.0,1.0,1.0,1.0,1.0,1.0,1
128,c43da3eb-b012-7ab5-aa85-11113a20621e,TopTank Station,TopTank,Steinhöring/Tulling,85643,e5,E5,83.281,99.563,98.677,51.602,2.049,1.0,1.0,1.0,1.0,1.0,1.0,1
128,d9cb4ea2-5842-7030-fe4d-fcf8570059b5,SIT Tankstelle,SIT,Grafing,85567,e5,E5,83.281,99.563,98.677,51.602,2.049,1.0,1.0,1.0,1.0,1.0,1.0,1
131,80a2ac2a-5741-4b68-623b-3ca22af8306b,Boxberg,HERM,Boxberg,97944,e5,E5,83.275,92.166,72.43,85.229,2.169,10.0,1.0,10.0,13.0,14.0,14.0,1
132,74498d02-668b-4e62-9f75-cea8db79f46d,V-Markt Rottenburg,V-Markt,Rottenburg a. d. Laaber,84056,diesel,Diesel,83.264,99.473,98.915,51.404,2.069,1.0,1.0,1.0,1.0,1.0,1.0,1
133,06bc950e-f458-4a15-8bf7-64346634f0bd,V-Markt Kaufbeuren,V-Markt,Kaufbeuren,87600,e10,E10,83.204,99.814,98.279,51.52,1.979,2.0,1.0,1.0,1.0,1.0,1.0,1
133,0f553a7a-b6ab-4241-a313-a6cdfd65283f,V-Baumarkt Kaufbeuren,V-Markt,Kaufbeuren,87600,e10,E10,83.204,99.814,98.279,51.52,1.979,2.0,1.0,1.0,1.0,1.0,1.0,1
135,06bc950e-f458-4a15-8bf7-64346634f0bd,V-Markt Kaufbeuren,V-Markt,Kaufbeuren,87600,e5,E5,83.202,99.728,98.275,51.602,2.039,2.0,1.0,1.0,1.0,1.0,1.0,1
135,0f553a7a-b6ab-4241-a313-a6cdfd65283f,V-Baumarkt Kaufbeuren,V-Markt,Kaufbeuren,87600,e5,E5,83.202,99.728,98.275,51.602,2.039,2.0,1.0,1.0,1.0,1.0,1.0,1
137,00060438-ab8e-4444-8888-acdc00000001,Rima Tankstelle,Unbekannt,Diedorf-Biburg,86420,e5,E5,83.181,90.095,72.43,87.018,2.179,10.0,1.0,5.0,11.0,15.0,17.0,1
138,0576ee1d-856f-47a4-b221-64d579bd42a2,V-Markt Bobingen,V-Markt,Bobingen,89415,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,06bc950e-f458-4a15-8bf7-64346634f0bd,V-Markt Kaufbeuren,V-Markt,Kaufbeuren,87600,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,0f553a7a-b6ab-4241-a313-a6cdfd65283f,V-Baumarkt Kaufbeuren,V-Markt,Kaufbeuren,87600,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,14a42931-67ce-48f2-b749-06060b66912f,V-Markt Ichenhausen,V-Markt,Ichenhausen,89335,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,288a35bf-32a1-430a-9095-ffd9f0f6980d,V-Markt Neugablonz,V-Markt,Kaufbeuren,87600,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,2b367c5c-8601-4b79-81db-8ec567e30190,V-Markt Günzburg,V-Markt,Günzburg,89312,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,2daf260a-204d-4f88-a6ac-d79f16993a30,V-Markt Kirchheim,V-Markt,Kirchheim,87757,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,3da0ecad-fc45-4046-a163-b7c958f14273,V-Markt Fischen-Langenwang,V-Markt,Fischen-Langenwang,87538,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,4b0ed431-cb2d-4843-a997-92382d8b427a,V-Markt Erkheim,V-Markt,Erkheim,87746,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,6260e367-da89-4159-97f2-16beaaa1a682,V-Markt Landsberg,V-Markt,Landsberg,86899,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,7180042e-bc3f-42eb-8e9e-37869345b464,V-Markt Bad Wörishofen,V-Markt,Bad Wörishofen,86825,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,77673dec-317d-4820-8419-b898ec843a3d,V-Markt Füssen,V-Markt,Füssen,87629,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,78349891-bbf4-42c3-a2ad-d7fe47b00a02,V-Markt Kissing,V-Markt,Kissing,86438,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,a928ea26-90bf-4544-b1a4-b0cdabd25c8d,V-Markt Immenstadt,V-Markt,Immenstadt,87509,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,b9817a94-ed69-4d54-a699-71045d6e35e6,V-Markt Marktoberdorf,V-Markt,Marktoberdorf,87616,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,c93fa939-c591-4d47-9e35-b1d8e17aa121,V-Markt Leipheim,V-Markt,Leipheim,89340,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,e503b63e-8e1d-43a8-995b-1e4aadb27029,V-Markt Saulgrub,V-Markt,Saulgrub,82442,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
138,e5cf6bf0-ffe9-411b-8553-07a09cc39408,V-Baumarkt Immenstadt,V-Markt,Immenstadt,87509,diesel,Diesel,83.152,99.135,98.409,51.912,2.079,2.0,1.0,2.0,2.0,2.0,2.0,1
156,3d7df01b-2eb4-49d0-848a-1e130dbfca2b,V-Markt Weißenhorn,V-Markt,Weißenhorn,89264,diesel,Diesel,83.151,99.135,98.915,51.404,2.079,1.0,1.0,1.0,1.0,1.0,1.0,1
156,4aa24fe9-b4c4-4d18-b826-4bb2caef149b,V-Markt Illertissen,V-Markt,Illertissen,89257,diesel,Diesel,83.151,99.135,98.915,51.404,2.079,1.0,1.0,1.0,1.0,1.0,1.0,1
156,ebeaef3a-9165-4b8e-a1f7-7d1794ed4868,V-Markt Schwabmünchen,V-Markt,Schwabmünchen,86830,diesel,Diesel,83.151,99.135,98.915,51.404,2.079,1.0,1.0,1.0,1.0,1.0,1.0,1
159,9d6dec60-2d02-ecf2-f646-34b9b4203581,SIT Tankstelle,SIT,Dorfen,84405,e10,E10,83.076,98.772,97.769,52.686,2.019,3.0,1.0,3.0,3.0,3.0,3.0,1
160,0ce5efde-8cc6-4fa3-8dfc-22dd7a79bb4b,V-Markt Mindelheim,V-Markt,Mindelheim,87719,diesel,Diesel,83.073,99.473,97.834,51.912,2.069,3.0,1.0,2.0,2.0,2.0,2.0,1
160,393e08f9-4bae-41bf-99f8-986794a34afb,V-Markt Lechbruck,V-Markt,Lechbruck,86983,diesel,Diesel,83.073,99.473,97.834,51.912,2.069,3.0,1.0,2.0,2.0,2.0,2.0,1
160,48036597-cbb1-48cc-94b6-fc49f72027ea,V-Markt Nesselwang,V-Markt,Nesselwang,87484,diesel,Diesel,83.073,99.473,97.834,51.912,2.069,3.0,1.0,2.0,2.0,2.0,2.0,1
160,8ae72180-a120-4c6a-8993-ad0cf7523e98,V-Markt Thannhausen,V-Markt,Thannhausen,86470,diesel,Diesel,83.073,99.473,97.834,51.912,2.069,3.0,1.0,2.0,2.0,2.0,2.0,1
164,de700e08-e904-4c75-a23b-f9e6fda8e43d,bft Bonn Zentrum,bft,Bonn,53111,diesel,Diesel,83.071,81.43,91.696,76.088,2.229,7.0,1.0,13.0,13.0,13.0,13.0,1
165,9cd8ef59-e540-317a-af97-9356c803e0c5,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Mannheim-Vogelstang,Globus SB Warenhaus,Mannheim-Vogelstang,68309,e5,E5,83.063,93.61,95.331,60.247,2.159,5.0,1.0,4.0,4.0,7.0,7.0,1
166,9f32a2f0-7ebc-4dcc-b8e3-48640824b30b,ALLGUTH GmbH  c/o Buket Altinay,ALLGUTH,München,80997,e5,E5,83.053,92.166,81.777,75.215,2.169,9.0,1.0,4.0,9.0,11.0,11.0,1
167,1a5a35de-01fb-482f-8808-90118eddb47a,ENI,AGIP ENI,Rastatt,76437,diesel,Diesel,83.044,92.466,91.696,64.97,2.179,7.0,1.0,7.0,10.0,10.0,10.0,1
167,a3ba3fce-9368-4fa9-a74f-ff108206e6b0,SB Tankstelle,Freie Tankstelle,Waldshut-Tiengen,79761,diesel,Diesel,83.044,92.466,91.696,64.97,2.179,7.0,1.0,7.0,9.0,10.0,10.0,1
167,b4e4b383-1d82-449c-89e4-699e452db7e7,CALW - STUTTGARTER STRASSE,AGIP ENI,Calw,75365,diesel,Diesel,83.044,92.466,91.696,64.97,2.179,7.0,1.0,8.0,10.0,10.0,10.0,1
170,15e3172e-6b83-4558-90c8-f59ea7c58142,ALLGUTH GmbH  c/o Tomislav Kukic,ALLGUTH,Landsberg,86899,e5,E5,83.012,90.095,91.682,67.258,2.179,7.0,1.0,1.0,7.0,9.0,9.0,1
170,513bfb0a-dad6-4212-9190-fae5402c3b4f,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Plattling,Globus SB Warenhaus,Plattling,94447,e5,E5,83.012,90.095,91.682,67.258,2.179,7.0,1.0,6.0,6.0,9.0,9.0,1
172,7180042e-bc3f-42eb-8e9e-37869345b464,V-Markt Bad Wörishofen,V-Markt,Bad Wörishofen,86825,e10,E10,82.99,98.772,98.677,51.52,2.019,1.0,1.0,1.0,1.0,1.0,1.0,1
173,7180042e-bc3f-42eb-8e9e-37869345b464,V-Markt Bad Wörishofen,V-Markt,Bad Wörishofen,86825,e5,E5,82.969,98.629,98.677,51.602,2.079,1.0,1.0,1.0,1.0,1.0,1.0,1
174,1a5a35de-01fb-482f-8808-90118eddb47a,ENI,AGIP ENI,Rastatt,76437,e5,E5,82.96,90.095,95.331,63.453,2.179,5.0,1.0,3.0,7.0,8.0,8.0,1
174,23a5a995-2a72-4778-a5fa-b2e56632409a,HEILBRONN - GYMNASIUMSTRASSE 71,AGIP ENI,Heilbronn,74072,e5,E5,82.96,90.095,95.331,63.453,2.179,5.0,1.0,2.0,8.0,8.0,8.0,1
174,b4e4b383-1d82-449c-89e4-699e452db7e7,CALW - STUTTGARTER STRASSE,AGIP ENI,Calw,75365,e5,E5,82.96,90.095,95.331,63.453,2.179,5.0,1.0,8.0,8.0,8.0,8.0,1
177,cc20788d-eeef-48e2-bd97-0b55926c4c48,Eppenbrunn,Schuster & Sohn KG,Eppenbrunn,66957,diesel,Diesel,82.95,93.689,86.461,68.7,2.169,9.0,1.0,11.0,11.0,11.0,11.0,1
178,efb76adf-3b7f-4898-9b05-394fa03e8265,V-Markt Burgau,V-Markt,Burgau,89331,diesel,Diesel,82.946,99.84,95.807,53.192,2.039,5.0,1.0,4.0,4.0,4.0,4.0,1
179,36581a18-7c48-4ade-9131-4f26da00f93a,BayWa Tankstelle Treuchtlingen,BayWa,Treuchtlingen,91757,e10,E10,82.945,91.409,86.472,70.953,2.119,8.0,1.0,10.0,10.0,10.0,10.0,1
179,8ed0d774-310b-4e49-815b-3879e89ba83c,BayWa Tankstelle Schönau,BayWa,Schönau,83104,e10,E10,82.945,91.409,86.472,70.953,2.119,8.0,1.0,10.0,10.0,10.0,10.0,1
181,004fd67c-09d8-4d15-bc61-865e62fc19de,STEIGERWALDMOBILE,STEIGERWALDMOBILE,Rauhenebrach,96181,e5,E5,82.943,85.906,91.682,71.241,2.198,7.0,1.0,8.0,10.0,10.0,10.0,1
182,00060438-ab8e-4444-8888-acdc00000001,Rima Tankstelle,Unbekannt,Diedorf-Biburg,86420,e10,E10,82.902,88.828,72.983,86.894,2.129,10.0,1.0,5.0,11.0,15.0,17.0,1
183,508092bf-4c34-40b5-84d8-12f8723e3a04,Egenolf,Egenolf Freie TS,Runkel,65594,e10,E10,82.896,95.214,86.472,67.003,2.089,8.0,1.0,4.0,8.0,9.0,9.0,1
183,530df943-48cb-45bb-b8e4-6cb23aa388d7,Schwarz Tankstelle Diez Industriestrasse,Schwarz,Diez,65582,e10,E10,82.896,95.214,86.472,67.003,2.089,8.0,1.0,4.0,8.0,9.0,9.0,1
183,dbc2d764-3330-400e-a0b6-b8ca113149e5,Schwarz Tankstelle Diez Wilhelmstrasse,Schwarz,Diez,65582,e10,E10,82.896,95.214,86.472,67.003,2.089,8.0,1.0,4.0,8.0,9.0,9.0,1
186,dfc38c4b-836c-7552-818f-a80efb2d1d16,Q1 Tankstelle,Q1,Pfeffenhausen,84076,e5,E5,82.893,94.756,93.675,60.247,2.149,6.0,1.0,7.0,7.0,7.0,7.0,1
187,393e08f9-4bae-41bf-99f8-986794a34afb,V-Markt Lechbruck,V-Markt,Lechbruck,86983,e10,E10,82.879,99.347,97.769,51.52,1.999,3.0,1.0,1.0,1.0,1.0,1.0,1
187,74498d02-668b-4e62-9f75-cea8db79f46d,V-Markt Rottenburg,V-Markt,Rottenburg a. d. Laaber,84056,e10,E10,82.879,99.347,97.769,51.52,1.999,3.0,1.0,1.0,1.0,1.0,1.0,1
189,393e08f9-4bae-41bf-99f8-986794a34afb,V-Markt Lechbruck,V-Markt,Lechbruck,86983,e5,E5,82.863,99.261,97.726,51.602,2.059,3.0,1.0,1.0,1.0,1.0,1.0,1
189,74498d02-668b-4e62-9f75-cea8db79f46d,V-Markt Rottenburg,V-Markt,Rottenburg a. d. Laaber,84056,e5,E5,82.863,99.261,97.726,51.602,2.059,3.0,1.0,1.0,1.0,1.0,1.0,1
191,45701dbf-0bc9-4f05-b45b-9a4a87b095f9,MTB Tankstelle,MTB,Zell unter Aichelberg,73119,e10,E10,82.848,95.214,90.112,63.219,2.089,7.0,1.0,5.0,5.0,8.0,9.0,1
192,dfc38c4b-836c-7552-818f-a80efb2d1d16,Q1 Tankstelle,Q1,Pfeffenhausen,84076,e10,E10,82.841,91.409,90.112,67.003,2.119,7.0,1.0,9.0,9.0,9.0,9.0,1
193,f9f33d1b-3959-499c-b696-caaa9567f31a,ENI,AGIP ENI,Stuttgart,70469,e10,E10,82.807,91.409,93.792,63.219,2.119,6.0,1.0,3.0,8.0,8.0,8.0,1
194,00060438-ab8e-4444-8888-acdc00000001,Rima Tankstelle,Unbekannt,Diedorf-Biburg,86420,diesel,Diesel,82.783,84.201,78.893,85.255,2.219,11.0,1.0,8.0,14.0,16.0,18.0,1
195,bbbfc7ea-1032-4fbe-962c-7624f6edfc94,Karl-Heinz Zimmer,ED,Lebach-Thalexweiler,66822,e10,E10,82.779,97.108,93.792,57.438,2.059,6.0,1.0,6.0,6.0,6.0,6.0,1
196,3e46a56d-31aa-4e14-bcb7-3cc6908da2f3,BayWa Tankstelle Langquaid,BayWa,Langquaid,84085,e5,E5,82.746,87.345,81.777,79.116,2.189,9.0,1.0,12.0,12.0,12.0,12.0,1
197,4c30dc94-0b03-48a7-a785-757e62574626,Stefan Becker,ED,Bengel,54538,diesel,Diesel,82.74,94.821,91.696,61.704,2.159,7.0,1.0,9.0,9.0,9.0,9.0,1
197,6639e7fd-c6e9-48c4-8593-d0bee954465d,Lothar Dienhart,ED,Heidweiler,54518,diesel,Diesel,82.74,94.821,91.696,61.704,2.159,7.0,1.0,9.0,9.0,9.0,9.0,1
197,b4ffd506-5c18-4472-89fa-ccb942e5b7e2,Nadine Berres,ED,Maring-Noviand,54484,diesel,Diesel,82.74,94.821,91.696,61.704,2.159,7.0,1.0,9.0,9.0,9.0,9.0,1
200,508092bf-4c34-40b5-84d8-12f8723e3a04,Egenolf,Egenolf Freie TS,Runkel,65594,e5,E5,82.731,94.756,86.178,67.258,2.149,8.0,1.0,4.0,8.0,9.0,9.0,1
200,530df943-48cb-45bb-b8e4-6cb23aa388d7,Schwarz Tankstelle Diez Industriestrasse,Schwarz,Diez,65582,e5,E5,82.731,94.756,86.178,67.258,2.149,8.0,1.0,4.0,8.0,9.0,9.0,1
200,dbc2d764-3330-400e-a0b6-b8ca113149e5,Schwarz Tankstelle Diez Wilhelmstrasse,Schwarz,Diez,65582,e5,E5,82.731,94.756,86.178,67.258,2.149,8.0,1.0,4.0,8.0,9.0,9.0,1
203,00061555-0001-4444-8888-acdc00000001,SI-Automobil-Service-Center GmbH,ST2 Tankstelle,Vierkirchen,85256,e5,E5,82.708,94.756,99.447,53.92,2.149,0.0,1.0,4.0,4.0,4.0,4.0,1
204,45701dbf-0bc9-4f05-b45b-9a4a87b095f9,MTB Tankstelle,MTB,Zell unter Aichelberg,73119,e5,E5,82.696,94.756,89.879,63.453,2.149,7.0,1.0,5.0,5.0,8.0,9.0,1
205,e65124d0-34e6-458d-8ae7-ac7b88831768,Sema Pektas,Esso,Bensheim-Auerbach,64625,diesel,Diesel,82.692,81.43,90.559,76.088,2.229,8.0,1.0,7.0,13.0,13.0,13.0,1
206,bbbfc7ea-1032-4fbe-962c-7624f6edfc94,Karl-Heinz Zimmer,ED,Lebach-Thalexweiler,66822,e5,E5,82.635,96.61,93.675,57.62,2.119,6.0,1.0,6.0,6.0,6.0,6.0,1
207,b9cc1156-5c2e-4aef-a722-ec75e000b535,Q1 Tankstelle,Q1,Blomberg,32825,e5,E5,82.595,93.61,96.554,57.62,2.159,4.0,1.0,2.0,4.0,6.0,7.0,1
208,00061467-0010-4444-8888-acdcffffffff,Kloiber GmbH,BFT-Tankstelle Kloiber GmbH,Petershausen,85238,diesel,Diesel,82.59,96.304,99.555,51.912,2.139,0.0,1.0,2.0,2.0,2.0,2.0,1
209,25160e6e-02de-4e1e-8e77-7037890fa163,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte St. Wendel,Globus SB Warenhaus,St Wendel,66606,e10,E10,82.588,95.85,91.881,60.034,2.079,7.0,1.0,7.0,7.0,7.0,7.0,1
210,50eb9f5f-ae38-446f-be33-e1b7ff24b51c,AVIA Tankstelle,AVIA,Lauingen,89415,diesel,Diesel,82.582,96.728,96.935,54.084,2.129,4.0,1.0,4.0,4.0,5.0,5.0,1
210,813e5499-ffe8-45dc-b13b-c4da58198eaa,AVIA Tankstelle,AVIA,Sontheim an der Brenz,89567,diesel,Diesel,82.582,96.728,96.935,54.084,2.129,4.0,1.0,4.0,4.0,5.0,5.0,1
212,fa4c25bf-81e9-4eb4-b259-15d68acfc85f,BayWa Tankstelle Munderkingen,BayWa,Munderkingen,89597,e10,E10,82.581,95.85,72.983,78.91,2.079,10.0,1.0,12.0,12.0,12.0,12.0,1
212,ba10c89e-d2f8-46d9-8ec5-6060bc32e89a,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Grünstadt,Globus SB Warenhaus,Grünstadt,67269,e5,E5,82.581,94.41,89.879,63.453,2.158,7.0,1.0,2.0,6.0,8.0,8.0,1
214,50eb9f5f-ae38-446f-be33-e1b7ff24b51c,AVIA Tankstelle,AVIA,Lauingen,89415,e10,E10,82.576,96.498,93.792,57.438,2.069,6.0,1.0,5.0,5.0,6.0,6.0,1
214,813e5499-ffe8-45dc-b13b-c4da58198eaa,AVIA Tankstelle,AVIA,Sontheim an der Brenz,89567,e10,E10,82.576,96.498,93.792,57.438,2.069,6.0,1.0,4.0,5.0,6.0,6.0,1
216,f8a5705a-1640-4fe3-b2a7-90b7da06143d,TotalEnergies ALLGUTH c/o Harald Mack,TOTAL,Kinsau,86981,e10,E10,82.571,88.828,91.881,67.003,2.129,7.0,1.0,1.0,7.0,9.0,9.0,1
217,dfc38c4b-836c-7552-818f-a80efb2d1d16,Q1 Tankstelle,Q1,Pfeffenhausen,84076,diesel,Diesel,82.568,95.881,96.52,55.304,2.149,4.0,1.0,6.0,6.0,6.0,6.0,1
217,352367db-de42-4246-b607-dc5b31273f6f,HEIDELBERG - SCHWETZINGER STRASSE 1,AGIP ENI,Heidelberg,69124,diesel,Diesel,82.568,92.466,93.533,61.704,2.179,6.0,1.0,6.0,7.0,9.0,9.0,1
219,00061555-0001-4444-8888-acdc00000001,SI-Automobil-Service-Center GmbH,ST2 Tankstelle,Vierkirchen,85256,diesel,Diesel,82.523,94.821,99.555,53.192,2.159,0.0,1.0,4.0,4.0,4.0,4.0,1
220,00061467-0010-4444-8888-acdcffffffff,Kloiber GmbH,BFT-Tankstelle Kloiber GmbH,Petershausen,85238,e5,E5,82.512,96.031,99.447,52.059,2.129,0.0,1.0,2.0,2.0,2.0,2.0,1
221,ba10c89e-d2f8-46d9-8ec5-6060bc32e89a,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Grünstadt,Globus SB Warenhaus,Grünstadt,67269,e10,E10,82.494,94.15,90.112,63.219,2.099,7.0,1.0,2.0,6.0,8.0,8.0,1
222,cd8ba6a6-8a67-1ee7-9fdb-022f678d432f,JET CALW STUTTGARTER STR. 92 - 1,JET,CALW,75365,diesel,Diesel,82.489,75.75,86.461,85.255,2.239,9.0,1.0,12.0,15.0,16.0,16.0,1
223,3d736686-4fdc-401f-a233-9ce34f03c4fd,Freie Tankstelle,Tankstelle,Wallmerod,56414,diesel,Diesel,82.455,89.142,96.52,61.704,2.199,4.0,1.0,3.0,6.0,9.0,9.0,1
224,dc6b150f-9a37-48be-b42c-fb86e9b67767,BIRKENFELD - FRIEDRICH-AUGUST-STR.,AGIP ENI,Birkenfeld,55765,diesel,Diesel,82.444,92.466,95.807,59.058,2.179,5.0,1.0,4.0,8.0,8.0,8.0,1
225,50eb9f5f-ae38-446f-be33-e1b7ff24b51c,AVIA Tankstelle,AVIA,Lauingen,89415,e5,E5,82.442,96.031,93.675,57.62,2.129,6.0,1.0,5.0,5.0,6.0,6.0,1
225,813e5499-ffe8-45dc-b13b-c4da58198eaa,AVIA Tankstelle,AVIA,Sontheim an der Brenz,89567,e5,E5,82.442,96.031,93.675,57.62,2.129,6.0,1.0,4.0,5.0,6.0,6.0,1
227,7f6ec850-f413-46b9-992d-0cb2671e25dd,tankpoint Tankstelle,tankpoint,Ochsenhausen,88416,e10,E10,82.432,94.15,97.769,55.378,2.099,3.0,1.0,5.0,5.0,5.0,5.0,1
228,9bc3a108-864c-4b06-99e9-2f7465aa02be,Q1 Tankstelle,Q1,Schieder,32816,e5,E5,82.423,93.61,98.124,55.535,2.159,2.0,1.0,5.0,5.0,5.0,6.0,1
229,f9f33d1b-3959-499c-b696-caaa9567f31a,ENI,AGIP ENI,Stuttgart,70469,e5,E5,82.408,90.095,93.675,63.453,2.179,6.0,1.0,3.0,8.0,8.0,8.0,1
230,e3113082-948e-4ab4-83eb-039121d5c21f,AVIA Tankstelle,AVIA,Immenstadt,87509,diesel,Diesel,82.403,93.689,94.463,59.058,2.169,6.0,1.0,8.0,8.0,8.0,8.0,1
231,e38ac538-a948-448c-afaf-13e958f4daa8,Q1 Automaten-Tankstelle 24/7 Express,Q1 Automaten-Tankstelle,Herschbach(Oberwesterwald),56414,e5,E5,82.362,90.095,81.777,75.215,2.179,9.0,1.0,5.0,11.0,11.0,11.0,1
232,32032dbe-acbd-4694-8f7b-6ec9f748c9d6,AVIA Tankstelle,AVIA,Heimenkirch,88178,e10,E10,82.36,95.85,93.792,57.438,2.079,6.0,1.0,6.0,6.0,6.0,6.0,1
232,e3113082-948e-4ab4-83eb-039121d5c21f,AVIA Tankstelle,AVIA,Immenstadt,87509,e10,E10,82.36,95.85,93.792,57.438,2.079,6.0,1.0,6.0,6.0,6.0,6.0,1
234,cd8ba6a6-8a67-1ee7-9fdb-022f678d432f,JET CALW STUTTGARTER STR. 92 - 1,JET,CALW,75365,e10,E10,82.359,83.156,78.828,85.092,2.139,9.0,1.0,14.0,14.0,14.0,14.0,1
235,fa4c25bf-81e9-4eb4-b259-15d68acfc85f,BayWa Tankstelle Munderkingen,BayWa,Munderkingen,89597,e5,E5,82.337,95.465,72.43,79.116,2.139,10.0,1.0,12.0,12.0,12.0,12.0,1
236,f9c512d0-23ac-4992-eef7-cd9206512dcc,Autohaus Feher,Freie Tankstelle Feher,Schliersee,83727,e5,E5,82.315,96.61,98.275,52.059,2.119,2.0,1.0,2.0,2.0,2.0,2.0,1
237,62c42eb1-3776-4c5c-aec5-22148a267465,RAN Station,RAN,Biberach,88400,e5,E5,82.308,81.829,89.879,75.215,2.199,7.0,1.0,9.0,10.0,11.0,12.0,1
238,3abdb63a-4f48-4536-bea3-68a201069d0b,Tankstelle am Alb-Donau-Center,Alb-Donau-Center,Ehingen,89584,diesel,Diesel,82.306,92.466,97.493,56.958,2.179,3.0,1.0,3.0,3.0,7.0,7.0,1
239,db865a1b-a78f-4971-955a-9a5abaa6bf46,ENGSTINGEN - BERNLOCHER STR. 17,AGIP ENI,Engstingen,72829,e10,E10,82.295,91.409,95.443,60.034,2.119,5.0,1.0,2.0,5.0,7.0,7.0,1
240,7f6ec850-f413-46b9-992d-0cb2671e25dd,tankpoint Tankstelle,tankpoint,Ochsenhausen,88416,e5,E5,82.29,93.61,97.726,55.535,2.159,3.0,1.0,5.0,5.0,5.0,5.0,1
241,07b12358-2982-45bc-b50e-751df514e000,RAN Station,RAN,Vöhringen,89269,e5,E5,82.285,65.058,93.675,88.123,2.219,6.0,1.0,16.0,16.0,16.0,16.0,1
242,32032dbe-acbd-4694-8f7b-6ec9f748c9d6,AVIA Tankstelle,AVIA,Heimenkirch,88178,e5,E5,82.253,95.465,93.675,57.62,2.139,6.0,1.0,6.0,6.0,6.0,6.0,1
242,e3113082-948e-4ab4-83eb-039121d5c21f,AVIA Tankstelle,AVIA,Immenstadt,87509,e5,E5,82.253,95.465,93.675,57.62,2.139,6.0,1.0,6.0,6.0,6.0,6.0,1
244,4a1aeefe-c3f4-4106-9495-525a3c335dbe,ALFDORF - HAUPTSTRASSE 119/121,AGIP ENI,Alfdorf,73553,diesel,Diesel,82.234,92.466,89.267,64.97,2.179,8.0,1.0,8.0,9.0,10.0,10.0,1
