rank,station_uuid,name,brand,city,post_code,street,house_number,fuels,fuel_count,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,avg_noon_price_eur_l,avg_span_cents,median_first_markdown_hour_after_12,avg_markdown_by_16_cents,avg_markdown_by_18_cents,avg_markdown_by_22_cents,min_cycle_days,award_tier,award_label,award_top_percent
100,508b5f83-1d68-4695-9e4c-5bfeac7e13a9,RAN Station,RAN,Kempten,87437,Kaufbeurer Str.,95,diesel|e10|e5,3,80.716,86.958,80.495,74.694,2.166,8.67,1.0,11.67,11.67,11.67,1,gold,Gold,2.0
101,08e31c46-f133-4720-87f2-089c19107de4,Schaus GbR Irmburg Schaus,ED,Waxweiler,54649,Luxemburger Straße,,diesel|e10|e5,3,80.676,94.194,92.245,55.588,2.139,6.67,1.0,4.0,5.33,5.33,1,gold,Gold,2.0
101,5df8f394-57ef-4796-b3d7-db04d97f56a4,Oliver Grunow,ED,Bleialf,54608,Auwer Straße,31,diesel|e10|e5,3,80.676,94.194,92.245,55.588,2.139,6.67,1.0,4.0,5.33,5.33,1,gold,Gold,2.0
103,533b4485-211c-1a10-e100-80009459e03c,JET SACHSENHEIM LUDWIGSBURGER STR. 99,JET,SACHSENHEIM,74343,LUDWIGSBURGER STR.,99,diesel|e10|e5,3,80.659,80.245,95.321,66.41,2.192,5.0,1.0,7.33,9.33,9.33,1,gold,Gold,2.0
104,c64df7cb-82d0-45c8-8dc0-c2a9593d0475,SB-Markttankstelle Kitzingen Am Dreistock,SB-Markttankstelle,Kitzingen,97318,Am Dreistock,13a,diesel|e10|e5,3,80.609,82.138,88.38,71.309,2.189,8.0,1.0,9.67,10.67,12.33,1,gold,Gold,2.0
105,8ed0d774-310b-4e49-815b-3879e89ba83c,BayWa Tankstelle Schönau,BayWa,Schönau,83104,Mailinger Strasse,9,diesel|e10|e5,3,80.564,90.008,83.975,67.709,2.166,8.33,1.0,9.33,9.33,9.33,1,gold,Gold,2.0
106,491d5b73-9e0e-4923-83aa-aa5901016421,Autohaus Peter GdbR Silvia Klasen,ED,Friedrichsthal-Bildstock,66299,Grühlingstraße,,diesel|e10|e5,3,80.454,97.343,89.681,54.337,2.092,7.33,1.0,4.0,4.67,4.67,1,gold,Gold,2.0
107,e7159472-737e-40c6-897b-8815424a1bea,BayWa Tankstelle Schwandorf I,BayWa,Schwandorf,92421,Bellstr.,7a,diesel|e10|e5,3,80.388,82.138,87.306,71.718,2.189,8.0,1.0,10.67,10.67,10.67,1,gold,Gold,2.0
108,edb52098-9532-4ef8-a221-90b2095884a3,GLOBUS Handelshof Losheim Dr. Walter Bruch GmbH & Co. KG,Globus SB Warenhaus,Losheim am See,66679,Haagstraße,60,diesel|e10|e5,3,80.387,96.582,88.728,55.851,2.108,7.33,1.0,5.0,5.0,5.0,1,gold,Gold,2.0
109,fc7c9c43-bb74-4578-9407-b43edf28dcea,ED Tankstelle Laub Inh. Sonja Schares,ED,Bitburg,54634,Rittersdorfer Straße,32,diesel|e10|e5,3,80.364,94.194,91.309,55.588,2.139,7.0,1.0,4.0,5.33,5.33,1,gold,Gold,2.0
110,51d4b5ca-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle SAARBRUECKEN -DUDWEILER FISCHBACHSTR. 121,Supermarkt-Tankstelle,SAARBRUECKEN -DUDWEILER,66125,FISCHBACHSTR.,121,diesel|e10|e5,3,80.303,85.868,84.742,70.298,2.182,8.67,1.0,8.67,10.33,10.33,1,gold,Gold,2.0
111,af1dc9a7-498e-4e2e-88b9-f019fa8e98ca,MTB Tankstelle Eutingen,MTB Tankstelle,Eutingen im Gäu,72184,Stuttgarter Str.,12,diesel|e10|e5,3,80.285,92.037,84.379,64.44,2.156,8.67,1.0,6.0,8.67,9.67,1,gold,Gold,2.0
112,fe15ef5d-102e-4e51-e100-00000630df04,ENI,AGIP ENI,Kehl,77694,Römerstr.,80,diesel|e10|e5,3,80.266,91.323,97.01,52.466,2.159,3.33,1.0,2.67,2.67,2.67,1,gold,Gold,2.0
113,3c4f6eeb-90d2-4a3a-950e-439acf11e3f2,H. Sattler KG Tankcenter,H. Sattler KG,Mespelbrunn,63875,Hauptstraße,8,diesel|e10|e5,3,80.163,86.225,93.054,61.21,2.169,6.33,1.0,5.0,7.67,9.33,1,gold,Gold,2.0
114,7c5aca0f-b8e4-478e-9afb-46c2c136ae4e,Globus Handelshof St. Wendel GmbH & Co. KG  Betriebsstätte Kaiserslautern,Globus SB Warenhaus,Kaiserslautern,67663,Merkurstr.,57,diesel|e10|e5,3,80.137,95.125,91.354,53.931,2.132,6.67,1.0,3.33,4.0,6.33,1,gold,Gold,2.0
115,530edfbf-b06c-4aa7-9e9b-88991d32c1b5,AVIA Tankstelle,AVIA,Wiesentheid-Reupelsdorf,97353,Hauptstraße,56,diesel|e10|e5,3,80.131,93.409,94.687,52.296,2.146,5.0,1.0,2.33,2.33,2.33,1,gold,Gold,2.0
115,f9dcaceb-05d1-48bd-b1a0-5c9c01079494,AVIA XPress,AVIA XPress,Prichsenstadt-Neuses,97357,Neuses Am Sand,31,diesel|e10|e5,3,80.131,93.409,94.687,52.296,2.146,5.0,1.0,2.33,2.33,2.33,1,gold,Gold,2.0
117,f9f33d1b-3959-499c-b696-caaa9567f31a,ENI,AGIP ENI,Stuttgart,70469,Heilbronner Str.,390,diesel|e10|e5,3,80.074,91.323,90.652,58.245,2.159,7.0,1.0,8.67,8.67,8.67,1,gold,Gold,2.0
118,252519d1-3fbf-4521-9690-4b16ff05b068,AVIA Tankstelle,AVIA,Oberndorf a. Lech,86698,Gewerbering,19,diesel|e10|e5,3,80.04,90.654,93.086,56.381,2.159,6.0,1.0,5.0,5.67,5.67,1,gold,Gold,2.0
119,07ecdc39-f332-40f6-bb28-3fbfa0a158ec,BK Tankstelle Susanne Feistl,BK,Friedberg,86316,Augsburger Str.,72,diesel|e10|e5,3,80.034,88.438,89.753,61.91,2.172,7.33,1.0,7.33,8.0,8.0,1,gold,Gold,2.0
120,b46ceb9a-936a-4ad7-a98c-714330310f6a,AVIA Tankstelle,AVIA,Michelau im Steigerwald,97513,Hauptstraße,1,diesel|e10|e5,3,80.018,92.037,94.979,53.037,2.156,5.0,1.0,3.0,3.0,3.0,1,gold,Gold,2.0
121,9739128e-e4dd-4dbf-bc9c-2bdd768c2f9a,Tankstelle am Hit Markt,Supermarkt Tankstelle,Karlsruhe,76189,Eichelbergstr.,34,diesel|e10|e5,3,79.967,88.438,84.379,67.084,2.172,8.67,1.0,8.33,9.33,9.33,1,gold,Gold,2.0
122,4af5024e-e802-4613-98c7-6b794acb7849,Tankstelle WR,Tankstelle,Emsbüren,48488,Bahnhofstraße,77,diesel|e10|e5,3,79.957,83.062,93.989,62.819,2.186,5.67,1.0,8.33,8.33,9.0,1,gold,Gold,2.0
123,cc20788d-eeef-48e2-bd97-0b55926c4c48,Eppenbrunn,Schuster & Sohn KG,Eppenbrunn,66957,Talstrasse,44,diesel|e10|e5,3,79.923,92.9,73.906,72.962,2.149,10.33,1.0,11.0,11.0,11.0,1,gold,Gold,2.0
124,ffe9e5f3-1451-4af4-ab59-fdfbf4b9b757,BFT-Tankstelle Ludwig,BFT,Großlittgen,54534,Himmeroder Str.,46,diesel|e10|e5,3,79.883,91.635,89.486,58.528,2.156,7.0,1.0,6.67,6.67,6.67,1,gold,Gold,2.0
125,1a88d062-7330-40a7-92e8-e721a28ddd75,ENI,ENI,Niederwinkling,94559,Bayerwaldstr.,10,diesel|e10|e5,3,79.877,80.757,85.631,73.243,2.182,8.33,1.0,11.0,11.0,11.0,1,gold,Gold,2.0
126,23e756a1-1576-4ea2-a3f7-53b02a82c7ad,Tibor Bennek,ED,Daun,54550,Mehrener Straße,37,diesel|e10|e5,3,79.845,94.194,89.753,55.588,2.139,7.33,1.0,3.67,5.33,5.33,1,gold,Gold,2.0
127,00061230-4894-4444-8888-acdc00000007,"Bergler Mineralöl GmbH, Marktredwitz",Unbekannt,Marktredwitz,95615,Bayreuther Str.,9 a,diesel|e10|e5,3,79.839,89.091,97.025,53.401,2.169,3.67,1.0,3.67,3.67,3.67,1,gold,Gold,2.0
128,834d622b-bec8-43e8-97bc-d7d10f4721d2,AVIA Tankstelle,AVIA,Bad Endbach Hartenrod,35080,Hauptstrasse,62,diesel|e10|e5,3,79.829,88.274,94.425,56.787,2.171,5.67,1.0,6.0,6.0,6.0,1,gold,Gold,2.0
129,b0f1725b-b40e-4d7d-8b16-ccc6c0da9ac7,Hauer,Frei,Weiden,92637,Frauenrichter Str.,105,diesel|e10|e5,3,79.812,77.534,90.183,71.718,2.196,7.33,1.0,10.33,10.67,10.67,1,gold,Gold,2.0
130,3e474987-853d-48b8-b961-057663b1a6c8,BayWa Tankstelle Wassertrüdingen,BayWa,Wassertrüdingen,91717,Bahnhofstr.,34,diesel|e10|e5,3,79.783,80.758,83.115,75.477,2.189,8.67,1.0,11.0,11.67,11.67,1,gold,Gold,2.0
131,15e3172e-6b83-4558-90c8-f59ea7c58142,ALLGUTH GmbH  c/o Tomislav Kukic,ALLGUTH,Landsberg,86899,Münchener Str.,17,diesel|e10|e5,3,79.76,82.643,92.195,64.44,2.182,7.0,1.0,7.33,8.67,8.67,1,gold,Gold,2.0
132,7b6d25da-46b6-4060-afe0-30f822d67c34,Tankstelle Meurer,Meurer Freie Tankstelle,Alpen,46519,Weseler Str.,4,diesel|e10|e5,3,79.704,80.259,96.68,62.173,2.186,4.33,2.0,9.33,11.0,12.33,1,gold,Gold,2.0
133,400ce1d0-e095-47dd-a0fc-6073edd7c8d2,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Ludwigshafen,Globus SB Warenhaus,Ludwigshafen-Oggersheim,67061,Oderstraße,8c,diesel|e10|e5,3,79.627,95.51,84.911,58.459,2.128,8.67,1.0,4.0,5.67,5.67,1,gold,Gold,2.0
134,01913456-d774-49ee-a5d2-52371850d31e,Rainer Anthon,ED,Hillesheim,54576,Kölner Straße,40,diesel|e10|e5,3,79.608,94.194,88.16,56.47,2.139,7.67,1.0,5.0,5.67,5.67,1,gold,Gold,2.0
134,3eeb3737-66a7-48f3-830e-3ce43e402fd9,Harald Lichter,ED,Gerolstein,54568,Sarresdorfer Straße,91,diesel|e10|e5,3,79.608,94.194,88.16,56.47,2.139,7.67,1.0,5.0,5.67,5.67,1,gold,Gold,2.0
134,92ed60b2-298d-42e4-8225-f5da94b88d68,Thomas Kayper-Mensah,ED,Walsdorf,54578,Kölner Straße,41,diesel|e10|e5,3,79.608,94.194,88.16,56.47,2.139,7.67,1.0,5.0,5.67,5.67,1,gold,Gold,2.0
137,8470420d-448f-4abf-89a0-aaf8e91de63f,BayWa Tankstelle Rain am Lech,BayWa,Rain am Lech,86641,Bahnhofstr.,38,diesel|e10|e5,3,79.553,84.891,85.801,67.966,2.182,8.0,1.0,9.0,9.67,9.67,1,gold,Gold,2.0
138,fc74bced-81cf-4485-b417-4514103285ab,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Wächtersbach,Globus SB Warenhaus,Wächtersbach,63607,Main-Kinzig-Str.,,diesel|e10|e5,3,79.484,93.913,88.455,56.083,2.136,7.67,1.0,5.0,5.33,6.67,1,gold,Gold,2.0
139,64877e90-680b-457d-b9fc-536ca18e48c6,AVIA Tankstelle,AVIA,Althütte,71566,Ebniseestraße,34,diesel|e10|e5,3,79.408,94.553,92.163,51.509,2.136,6.33,1.0,1.0,1.0,1.67,1,gold,Gold,2.0
139,790098a9-d408-4eaa-aef7-803399c062f2,AVIA Tankstelle,AVIA,Welzheim,73642,Murrhardter Straße,29,diesel|e10|e5,3,79.408,94.553,92.163,51.509,2.136,6.33,1.0,1.0,1.0,1.67,1,gold,Gold,2.0
141,070ac25b-cadd-40c0-b3b3-bfaf43d4a57e,BayWa Tankstelle Mellrichstadt,BayWa,Mellrichstadt,97638,Bahnhofstr.,20,diesel|e10|e5,3,79.391,89.355,84.379,64.44,2.169,8.67,1.0,4.0,8.67,8.67,1,gold,Gold,2.0
142,0d2db2ea-761f-4e7c-97b7-e89493463636,REUTLINGEN - GUSTAV-SCHWAB-STRASSE,AGIP ENI,Reutlingen,72762,Gustav-Schwab-Strasse,41,diesel|e10|e5,3,79.359,98.356,82.902,56.818,2.069,7.67,1.0,4.0,5.33,5.33,1,gold,Gold,2.0
143,708aeabe-22f1-4dcd-b1c3-0703746d8a73,BayWa Tankstelle Burgheim,BayWa,Burgheim,86666,Am Bahndamm,1,diesel|e10|e5,3,79.349,84.891,85.189,67.966,2.182,8.33,1.0,9.0,9.67,9.67,1,gold,Gold,2.0
144,906e4c49-6b9a-4a61-afe5-d6b7c581efb2,BayWa Tankstelle  Peiting,BayWa,Peiting,86971,Schönriedelstr.,11,diesel|e10|e5,3,79.334,77.941,82.144,77.917,2.196,9.0,1.0,12.33,12.33,12.33,1,gold,Gold,2.0
145,51d4b436-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle SAARBRUECKEN - DUDWEILER CAMPHAUSER STR. 4,Supermarkt-Tankstelle,SAARBRUECKEN - DUDWEILER,66125,CAMPHAUSER STR.,4,diesel|e10|e5,3,79.327,85.868,81.816,70.298,2.182,9.33,1.0,9.33,10.33,10.33,1,gold,Gold,2.0
146,1267f90c-80cb-4dd0-1aec-2245a761942c,Johann Liebermann,bft,Großheide,26532,Westerender Straße,29,diesel|e10|e5,3,79.324,93.913,89.038,55.023,2.136,7.33,1.0,7.33,7.33,7.33,1,gold,Gold,2.0
147,247a52d6-dbbd-42c3-aedf-db4e42d76ca6,TK Ubstadt 10,Eberhardt Ubstadt,Ubstadt-Weiher,76698,Zum Grenzgraben,35,diesel|e10|e5,3,79.308,89.249,88.805,59.871,2.166,7.0,1.0,7.0,7.0,7.0,1,gold,Gold,2.0
148,e573d8e8-bbc5-4dd2-9af3-da0f3f8b79c0,Freie Tankstelle Hirschmann,Freie Tankstelle Hirschmann,Kümmersbruck,92245,Schulstr.,32,diesel|e10|e5,3,79.284,93.759,87.306,56.787,2.142,8.0,1.0,6.0,6.0,6.0,1,gold,Gold,2.0
149,238ea105-ab3d-4624-a1cf-40363fc7a192,Dominik Jansen,Westfalen,Ochtrup,48607,Laurenzstr.,108,diesel|e10|e5,3,79.236,84.709,88.558,64.44,2.179,7.67,1.0,8.67,8.67,8.67,1,gold,Gold,2.0
150,40c6c30f-5150-4272-bd65-5731750edd0f,BK Tankstelle Angela Ott,BK,Landsberg,86899,Münchener Str.,2b,diesel|e10|e5,3,79.224,80.105,97.776,59.79,2.186,3.0,1.0,7.0,8.33,8.33,1,gold,Gold,2.0
151,d186c587-5a1e-45e8-b30f-22d2ee33906a,SB-Markttankstelle Amberg Am Bergsteig,SB-Markttankstelle,Amberg,92224,Am Bergsteig,1,diesel|e10|e5,3,79.221,82.138,82.764,72.761,2.189,9.0,1.0,11.0,11.0,11.0,1,gold,Gold,2.0
152,0ee62764-6631-47aa-8906-81f3de26f980,Christian Butterbach,ED,Nonnweiler-Otzenhausen,66620,Hochwaldstraße,29,diesel|e10|e5,3,79.214,97.343,87.189,53.109,2.092,8.0,1.0,3.33,3.33,3.33,1,gold,Gold,2.0
152,a44cfbdf-6ec6-4679-8569-f35a39fc11e3,Kochems,ED,Kell,54427,Hunsrückhöhenstraße,1,diesel|e10|e5,3,79.214,97.343,87.189,53.109,2.092,8.0,1.0,3.33,3.33,3.33,1,gold,Gold,2.0
152,b908b74f-3efe-49d3-8ab5-5a0ce8bcf259,Römer GmbH,ED,Hermeskeil,54411,Saarstraße,91,diesel|e10|e5,3,79.214,97.343,87.189,53.109,2.092,8.0,1.0,3.33,3.33,3.33,1,gold,Gold,2.0
155,7d8515b1-e83a-4bd6-ad68-fc2b3cae0d7f,ENI,AGIP ENI,Schwaebisch-Gmuend,73525,Eutighofer Str.,124,diesel|e10|e5,3,79.082,91.323,92.245,53.679,2.159,6.67,2.0,7.67,8.67,8.67,1,gold,Gold,2.0
156,c5f5a48d-33b6-4156-b8fc-7e9a023c38d4,WELZHEIM - FRIEDRICH-BAUER-STR. 31,AGIP ENI,Welzheim,73642,Friedrich-Bauer-Str.,31,diesel|e10|e5,3,79.048,91.323,91.485,54.337,2.159,6.67,1.0,4.67,4.67,5.33,1,gold,Gold,2.0
157,51d4b52f-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle ESSLINGEN WANNENRAIN 30,Supermarkt-Tankstelle,ESSLINGEN,73733,WANNENRAIN,30,diesel|e10|e5,3,79.035,85.868,75.663,75.575,2.182,10.0,1.0,10.33,11.67,11.67,1,gold,Gold,2.0
158,73677085-c5e8-4d3f-94a8-1e211750d2b7,MTB Tankstelle,MTB,Ammerbuch,72119,Bei der Schießmauer,6,diesel|e10|e5,3,79.029,85.868,90.008,61.21,2.182,7.67,1.0,7.0,7.67,8.33,1,gold,Gold,2.0
159,95020271-b0ee-46d4-e3d1-fdc120622c48,Schonhoff Mineralöle,Schonhoff Mineralöle,Meppen,49716,Schützenhof,71-73,diesel|e10|e5,3,79.022,88.568,73.074,75.424,2.172,10.67,1.0,9.0,11.67,15.0,1,gold,Gold,2.0
160,a8dd87a4-4bfe-484c-bec9-128e6991bb94,Gerhard Schnitzius,ED,Kröv,54536,Moselweinstraße,26,diesel|e10|e5,3,78.981,94.194,85.189,57.559,2.139,8.33,1.0,5.33,6.0,6.0,1,gold,Gold,2.0
160,e80cc216-f40e-403e-9faf-bf2c3c9c90ab,Martin Burg,ED,Traben-Trarbach,56841,Rißbacher Straße,,diesel|e10|e5,3,78.981,94.194,85.189,57.559,2.139,8.33,1.0,5.33,6.0,6.0,1,gold,Gold,2.0
162,8411dff6-5be4-43f1-bee1-16c060410c4d,RUDERSBERG - HEILBRONNER STR. 75,AGIP ENI,Rudersberg,73635,Heilbronner Str.,75,diesel|e10|e5,3,78.888,91.323,91.005,54.337,2.159,7.0,1.0,4.0,4.67,5.33,1,gold,Gold,2.0
163,2aee05b5-d1fe-46ed-9e41-82528bbd9f28,Kaufland Tankstelle Kurt Eibl,Kaufland,Eggenfelden,84307,Lindhofstr.,10,diesel|e10|e5,3,78.835,90.215,84.379,61.91,2.166,8.67,1.0,7.0,8.0,8.0,1,gold,Gold,2.0
164,f79a73fc-bb9e-4334-84ac-965d1b05fb3c,Jems Kilinc,ED,Swisttal-Odendorf,53913,Gewerbepark Odendorf,2,diesel|e10|e5,3,78.765,94.194,84.742,57.358,2.139,8.67,1.0,7.67,8.33,8.33,1,gold,Gold,2.0
165,83f7645d-4a2e-4c63-96da-3897a8a9bd94,Daxlanden,BFT,Karlsruhe,76185,Daxlander Strasse,70 a,diesel|e10|e5,3,78.724,84.709,84.379,67.084,2.179,8.67,1.0,8.33,9.33,9.33,1,gold,Gold,2.0
166,c08cad20-ea69-4a5a-1a0b-d84b7f109c7b,AVIA Service Station,Freie Tankstelle,Borken,46325,Otto-Hahn-Str.,35,diesel|e10|e5,3,78.706,89.091,87.306,59.722,2.169,8.0,1.0,1.0,6.33,6.67,1,gold,Gold,2.0
167,4365ac38-8271-4b02-a6c6-9ee97fae1059,Peter Wiegand Autohaus,Unbekannt,Birkenfeld,55765,Wasserschiederstr.,26,diesel|e10|e5,3,78.689,98.845,81.816,55.406,2.059,9.33,1.0,5.33,5.33,5.33,1,gold,Gold,2.0
168,9d296741-8247-4a5f-be34-4aafe9e36a2c,AVIA XPress,AVIA XPress,Althegnenberg,82278,Augsburger Straße,1,diesel|e10|e5,3,78.683,69.263,94.425,72.361,2.206,5.67,1.0,10.67,10.67,10.67,1,gold,Gold,2.0
169,6425f56e-23a7-43cc-9f55-7baaac9bdc80,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Zell,Globus SB Warenhaus,Zell,56856,Fliehburgstr.,18,diesel|e10|e5,3,78.681,96.137,85.801,54.106,2.116,8.0,1.0,2.33,3.67,4.33,1,gold,Gold,2.0
170,ba4a8a85-0f75-49d0-8b96-c0350a8a1405,MHT Tankstelle,MHT,Kottenheim,56736,Hausener Straße,51,diesel|e10|e5,3,78.67,92.017,79.234,64.758,2.152,8.33,1.0,5.33,7.33,7.33,1,gold,Gold,2.0
171,4c30dc94-0b03-48a7-a785-757e62574626,Stefan Becker,ED,Bengel,54538,Trierer Straße,34,diesel|e10|e5,3,78.618,94.194,85.189,56.47,2.139,8.33,1.0,5.0,5.67,5.67,1,gold,Gold,2.0
171,6639e7fd-c6e9-48c4-8593-d0bee954465d,Lothar Dienhart,ED,Heidweiler,54518,Wittlicher Straße,26,diesel|e10|e5,3,78.618,94.194,85.189,56.47,2.139,8.33,1.0,5.0,5.67,5.67,1,gold,Gold,2.0
171,b4ffd506-5c18-4472-89fa-ccb942e5b7e2,Nadine Berres,ED,Maring-Noviand,54484,An der,L 47,diesel|e10|e5,3,78.618,94.194,85.189,56.47,2.139,8.33,1.0,5.0,5.67,5.67,1,gold,Gold,2.0
174,352367db-de42-4246-b607-dc5b31273f6f,HEIDELBERG - SCHWETZINGER STRASSE 1,AGIP ENI,Heidelberg,69124,Schwetzinger Strasse,138,diesel|e10|e5,3,78.545,91.323,95.592,48.719,2.159,4.67,2.0,5.0,7.0,7.0,1,gold,Gold,2.0
175,c6575c24-8e60-4c44-97bd-095eb3a7f17d,Raiffeisen-Volksbank Ebersberg eG,Raiffeisen Aßling,Aßling,85617,Rosenheimer Str.,41,diesel|e10|e5,3,78.532,90.654,82.159,62.782,2.159,8.67,1.0,7.67,7.67,7.67,1,gold,Gold,2.0
176,9c1f0bbf-a027-4ac4-a4c6-59675521ec33,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Völklingen,Globus SB Warenhaus,Völklingen,66333,Schlachthofstr.,3,diesel|e10|e5,3,78.531,97.503,88.728,49.363,2.089,7.33,1.0,4.33,5.0,5.0,1,gold,Gold,2.0
177,0271f0fc-65ed-4725-a922-57eec615195b,ALLGUTH GmbH  c/o Iris Schweiger,ALLGUTH,München,80993,Triebstraße,35,diesel|e10|e5,3,78.521,82.643,79.959,72.962,2.182,8.67,1.0,9.33,11.0,11.0,1,gold,Gold,2.0
177,4b7e7978-b9ac-4013-9c28-c6afbfd4cb2d,ALLGUTH GmbH c/o Roland Pawlik e.K.,ALLGUTH,München,80997,Von-Kahr-Straße,1,diesel|e10|e5,3,78.521,82.643,79.959,72.962,2.182,8.67,1.0,9.33,11.0,11.0,1,gold,Gold,2.0
179,24a7c09e-f47d-43df-8e81-7a9a5eb41195,RAN Station,RAN,Leutkirch,88299,Wangener Str.,49,diesel|e10|e5,3,78.505,86.958,73.43,75.126,2.166,8.67,1.0,11.67,11.67,11.67,1,gold,Gold,2.0
180,c81c21c3-91ef-4d69-a4dd-582e5b7e535a,Winkler-Schwalbach,Winkler,Schwalbach,66773,Hülzweiler Straße,74,diesel|e10|e5,3,78.485,98.294,93.641,43.521,2.072,6.0,2.0,3.33,5.67,6.67,1,gold,Gold,2.0
181,4d904123-55d7-4981-b547-88c83b478388,BFT Tankstelle,BFT,Aglasterhausen,74858,Helmstadter Str.,12-16,diesel|e10|e5,3,78.459,93.816,88.115,53.444,2.142,7.67,1.0,7.0,7.0,7.0,1,gold,Gold,2.0
182,afa10f8f-46b0-4826-98ca-0b903ef8da06,TK Unteröwisheim 11,Eberhardt Unteröwisheim,Kraichtal,76703,Friedrichstr.,99a,diesel|e10|e5,3,78.405,86.784,89.628,58.802,2.179,6.33,1.0,6.33,6.33,6.33,1,gold,Gold,2.0
183,b40a3407-4ac3-4017-9c61-3468b4f578ea,TS Rehe,A Energie,Rehe,56479,Haupstraße,37,diesel|e10|e5,3,78.374,85.817,69.678,79.627,2.172,10.33,1.0,12.67,13.33,13.67,1,gold,Gold,2.0
184,0bb66f29-648c-43de-0a3d-ff7275ac17af,Tankstelle Mosbach,HERM,Mosbach,74821,Neckarelzer Str.,45,diesel|e10|e5,3,78.368,92.492,77.291,65.322,2.152,9.67,1.0,9.0,9.0,9.67,1,gold,Gold,2.0
185,75abe366-ed38-102d-87e0-00304891a58c,Autohaus Kaiser GmbH,Autohaus Kaiser GmbH,Marienheide,51709,Gummersbacher Str.,51,diesel|e10|e5,3,78.308,77.534,80.567,76.822,2.196,9.0,1.0,8.0,12.0,12.67,1,gold,Gold,2.0
186,63374702-6d30-43bc-bdc8-a40d049e03a0,SB-Markttankstelle Steinheim Steinbeisstr.,SB-Markttankstelle,Steinheim,71711,Steinbeisstr.,15,diesel|e10|e5,3,78.245,82.138,79.837,72.761,2.189,9.67,1.0,5.67,11.0,11.0,1,gold,Gold,2.0
187,1b2de9d7-f360-4af8-a563-749a44418a27,ALLGUTH GmbH  c/o Sami-Manuel Riebler,ALLGUTH,München,80992,Georg-Brauchle-Ring,30,diesel|e10|e5,3,78.214,82.643,79.036,72.962,2.182,9.0,1.0,9.33,11.0,11.0,1,gold,Gold,2.0
188,eda0de7a-a702-4c42-bbd0-6c8dc7ca7519,Ewald Wolter GmbH,Unbekannt,Speicher,54662,Bahnhofstraße,58,diesel|e10|e5,3,78.195,91.323,89.862,53.401,2.159,6.67,1.0,2.33,3.67,3.67,1,gold,Gold,2.0
189,51d4b447-a095-1aa0-e100-80009459e03a,JET GEISLINGEN STUTTGARTER STR. 213,JET,GEISLINGEN,73312,STUTTGARTER STR.,213,diesel|e10|e5,3,78.179,80.245,79.959,74.332,2.192,8.67,1.0,9.67,11.33,11.33,1,gold,Gold,2.0
190,425ddc36-8628-4264-a97b-ea24c5abeff1,Total Tankstelle Tholey-Hasborn,TotalEnergies,Tholey-Hasborn,66636,Theeltalstraße,50,diesel|e10|e5,3,78.121,91.323,87.189,55.851,2.159,8.0,1.0,5.0,5.0,5.0,1,gold,Gold,2.0
191,3a249ad4-1874-4200-9fb0-937a9030bf7b,AVIA XPress,AVIA XPress,Boxberg-Schwabhausen,97944,Zur Wasserscheide,1,diesel|e10|e5,3,78.103,96.991,85.631,51.687,2.099,8.33,2.0,5.67,6.33,7.67,1,gold,Gold,2.0
192,4f9d8688-dd0c-48c2-888c-cd443a5e1ef8,RAN Station,RAN,Deggendorf,94469,Hans-Krämer-Str.,53,diesel|e10|e5,3,78.049,67.156,91.865,75.126,2.192,5.67,1.0,9.67,11.67,11.67,1,gold,Gold,2.0
193,51d4b432-a095-1aa0-e100-80009459e03a,JET KARLSRUHE KILLISFELDSTR. 32,JET,KARLSRUHE,76227,KILLISFELDSTR.,32,diesel|e10|e5,3,78.016,80.245,78.227,75.575,2.192,9.33,1.0,9.67,11.67,11.67,1,gold,Gold,2.0
194,7f758c6d-e3e8-4350-8ec9-a0f1802e1909,Autohaus Andre e.K.,Autohaus Andre,Ediger-Eller,56814,Moselweinstraße,34,diesel|e10|e5,3,78.001,95.379,82.969,55.657,2.126,8.33,1.0,3.33,4.67,5.33,1,gold,Gold,2.0
195,51d4b6b6-a095-1aa0-e100-80009459e03a,JET WINNENDEN WAIBLINGER STR. 15,JET,WINNENDEN,71364,WAIBLINGER STR.,15,diesel|e10|e5,3,77.959,77.137,86.111,70.63,2.196,8.0,1.0,9.0,10.33,11.0,1,gold,Gold,2.0
196,6c7d35e4-8dbc-4776-a6c1-101ea08d6f6c,AVIA Tankstelle,AVIA,Oberstaufen,87534,Ludwig-Maier-Weg,2,diesel|e10|e5,3,77.926,94.138,93.054,46.586,2.136,6.33,2.0,6.0,6.0,6.0,1,gold,Gold,2.0
197,64b6f04a-3031-40aa-a5d3-331a2067ef8b,Anton Lutz GmbH,BFT LUTZ GMBH VW-AUDI-SERVICE,Donzdorf,73072,Klosterweg,40-42,diesel|e10|e5,3,77.917,99.96,95.527,38.264,1.986,5.0,2.0,4.33,4.33,4.33,1,gold,Gold,2.0
